stress_test_id,claim_id,candidate_id,audit_level,source_stage,protocol_variant_id,summary_scope,candidate_model_id,comparison_model_id,metric_name,metric_role,metric_direction,n_blocks,advantage_mean,advantage_min,advantage_max,candidate_positive_blocks,candidate_negative_blocks,candidate_zero_blocks,metric_conflict_status,metric_conflict_status_ru,action_required,row_status,interpretation_allowed_ru
ST05_04_metric_conflict_audit,miniboone_hgb_vs_logreg_average_precision_v01,openml_miniboone_41150,all_protocols_metric,ST05_02_and_ST05_03a,all_completed_preregistered_variants,all_outer_random_states,hist_gradient_boosting,logistic_regression,average_precision,primary,higher_is_better,80,0.09103416122017038,0.082055572531614,0.10197015172316615,80,0,0,no_conflict,конфликт метрики между протоколами не обнаружен,none,stage05_metric_conflict_all_protocols_metric,Строка агрегирует проверку одной метрики по завершенным протоколам ST05_02 и ST05_03a; не является итоговым вердиктом этапа 5.
ST05_04_metric_conflict_audit,miniboone_hgb_vs_logreg_average_precision_v01,openml_miniboone_41150,all_protocols_metric,ST05_02_and_ST05_03a,all_completed_preregistered_variants,all_outer_random_states,hist_gradient_boosting,logistic_regression,balanced_accuracy,secondary,higher_is_better,80,0.09834935284074764,0.09330594388188374,0.10475874043460243,80,0,0,no_conflict,конфликт метрики между протоколами не обнаружен,none,stage05_metric_conflict_all_protocols_metric,Строка агрегирует проверку одной метрики по завершенным протоколам ST05_02 и ST05_03a; не является итоговым вердиктом этапа 5.
ST05_04_metric_conflict_audit,miniboone_hgb_vs_logreg_average_precision_v01,openml_miniboone_41150,all_protocols_metric,ST05_02_and_ST05_03a,all_completed_preregistered_variants,all_outer_random_states,hist_gradient_boosting,logistic_regression,brier_score,secondary,lower_is_better,80,0.044019944317422746,0.041321709973114455,0.047084645210326556,80,0,0,no_conflict,конфликт метрики между протоколами не обнаружен,none,stage05_metric_conflict_all_protocols_metric,Строка агрегирует проверку одной метрики по завершенным протоколам ST05_02 и ST05_03a; не является итоговым вердиктом этапа 5.
ST05_04_metric_conflict_audit,miniboone_hgb_vs_logreg_average_precision_v01,openml_miniboone_41150,all_protocols_metric,ST05_02_and_ST05_03a,all_completed_preregistered_variants,all_outer_random_states,hist_gradient_boosting,logistic_regression,f1,secondary,higher_is_better,80,0.12334738465531847,0.11525266893405062,0.13310800823885172,80,0,0,no_conflict,конфликт метрики между протоколами не обнаружен,none,stage05_metric_conflict_all_protocols_metric,Строка агрегирует проверку одной метрики по завершенным протоколам ST05_02 и ST05_03a; не является итоговым вердиктом этапа 5.
ST05_04_metric_conflict_audit,miniboone_hgb_vs_logreg_average_precision_v01,openml_miniboone_41150,all_protocols_metric,ST05_02_and_ST05_03a,all_completed_preregistered_variants,all_outer_random_states,hist_gradient_boosting,logistic_regression,log_loss,secondary,lower_is_better,80,0.14473703627326623,0.136083586151683,0.15592125041642912,80,0,0,no_conflict,конфликт метрики между протоколами не обнаружен,none,stage05_metric_conflict_all_protocols_metric,Строка агрегирует проверку одной метрики по завершенным протоколам ST05_02 и ST05_03a; не является итоговым вердиктом этапа 5.
ST05_04_metric_conflict_audit,miniboone_hgb_vs_logreg_average_precision_v01,openml_miniboone_41150,all_protocols_metric,ST05_02_and_ST05_03a,all_completed_preregistered_variants,all_outer_random_states,hist_gradient_boosting,logistic_regression,roc_auc,secondary,higher_is_better,80,0.04515778418120216,0.040530756030852544,0.05080279594956283,80,0,0,no_conflict,конфликт метрики между протоколами не обнаружен,none,stage05_metric_conflict_all_protocols_metric,Строка агрегирует проверку одной метрики по завершенным протоколам ST05_02 и ST05_03a; не является итоговым вердиктом этапа 5.
ST05_04_metric_conflict_audit,miniboone_hgb_vs_logreg_average_precision_v01,openml_miniboone_41150,overall_metric_conflict_audit,ST05_02_and_ST05_03a,all_completed_preregistered_variants,all_outer_random_states,hist_gradient_boosting,logistic_regression,all_primary_and_secondary_metrics,overall,mixed,80,,,,80,0,0,no_metric_conflict_detected,конфликт интерпретации между метриками не обнаружен,none,stage05_metric_conflict_overall,Итоговая строка ST05_04 проверяет наличие конфликта между основной и вторичными метриками по уже завершенным протоколам; не является финальным вердиктом этапа 5.
ST05_04_metric_conflict_audit,miniboone_hgb_vs_logreg_average_precision_v01,openml_miniboone_41150,protocol_metric,ST05_03a_split_protocol_10x1,nested_10x1_seed_grid_v01,all_outer_random_states,hist_gradient_boosting,logistic_regression,average_precision,primary,higher_is_better,30,0.09032903149423469,0.082055572531614,0.10197015172316615,30,0,0,no_conflict,конфликт метрик не обнаружен,none,stage05_metric_conflict_protocol_metric,Строка проверяет согласованность одной метрики внутри одного протокола; не является итоговым вердиктом этапа 5.
ST05_04_metric_conflict_audit,miniboone_hgb_vs_logreg_average_precision_v01,openml_miniboone_41150,protocol_metric,ST05_03a_split_protocol_10x1,nested_10x1_seed_grid_v01,all_outer_random_states,hist_gradient_boosting,logistic_regression,balanced_accuracy,secondary,higher_is_better,30,0.09755191112275499,0.09330594388188374,0.10475874043460243,30,0,0,no_conflict,конфликт метрик не обнаружен,none,stage05_metric_conflict_protocol_metric,Строка проверяет согласованность одной метрики внутри одного протокола; не является итоговым вердиктом этапа 5.
ST05_04_metric_conflict_audit,miniboone_hgb_vs_logreg_average_precision_v01,openml_miniboone_41150,protocol_metric,ST05_03a_split_protocol_10x1,nested_10x1_seed_grid_v01,all_outer_random_states,hist_gradient_boosting,logistic_regression,brier_score,secondary,lower_is_better,30,0.043721160364916335,0.041321709973114455,0.047084645210326556,30,0,0,no_conflict,конфликт метрик не обнаружен,none,stage05_metric_conflict_protocol_metric,Строка проверяет согласованность одной метрики внутри одного протокола; не является итоговым вердиктом этапа 5.
