stress_test_id,claim_id,run_group,protocol_variant_id,candidate_id,openml_dataset_id,dataset_name,target_name,target_class_0,target_class_1,positive_class_assumption,outer_random_state,outer_split_number,outer_repeat_number,outer_fold_number,outer_cv_method,outer_cv_n_splits,outer_cv_n_repeats,inner_cv_method,inner_cv_n_splits,inner_random_state,train_size,test_size,train_positive_share,test_positive_share,feature_count,model_id,model_role,selected_parameter_set_id,selected_params_json,inner_best_average_precision,inner_candidate_count,fit_seconds,predict_seconds,roc_auc,average_precision,pr_auc,f1,balanced_accuracy,log_loss,brier_score,row_status,interpretation_allowed_ru
ST05_03a_split_protocol_10x1,miniboone_hgb_vs_logreg_average_precision_v01,nested_split_sensitivity_v01,nested_10x1_seed_grid_v01,openml_miniboone_41150,41150,MiniBooNE,signal,False,True,True,20260507,1,1,1,RepeatedStratifiedKFold,10,1,StratifiedKFold,3,20260507,117057,13007,0.28062396951912316,0.2806181286999308,50,hist_gradient_boosting,tuned_candidate,hgb_8316cb7622a5,"{""l2_regularization"": 0.01, ""learning_rate"": 0.1, ""max_iter"": 150, ""max_leaf_nodes"": 63}",0.9588502132139887,16,188.31106179999188,0.9188341998960823,0.9830279579715427,0.9555327309885152,0.9555327309885152,0.8952095808383234,0.9286926497047848,0.14854262594427353,0.04374033095390581,stage05_split_protocol_sensitivity_score,Использовать только для проверки чувствительности утверждения к протоколу 10x1; не объединять с 5x2 без отдельного evidence record.
ST05_03a_split_protocol_10x1,miniboone_hgb_vs_logreg_average_precision_v01,nested_split_sensitivity_v01,nested_10x1_seed_grid_v01,openml_miniboone_41150,41150,MiniBooNE,signal,False,True,True,20260507,1,1,1,RepeatedStratifiedKFold,10,1,not_applicable,,not_applicable,117057,13007,0.28062396951912316,0.2806181286999308,50,dummy_prior,lower_bound,not_applicable,,not_applicable,not_applicable,0.08223959989845753,0.020636799978092313,0.5,0.2806181286999308,0.2806181286999308,0.0,0.5,0.5935361691572264,0.201871594578995,stage05_split_protocol_sensitivity_score,Использовать только для проверки чувствительности утверждения к протоколу 10x1; не объединять с 5x2 без отдельного evidence record.
ST05_03a_split_protocol_10x1,miniboone_hgb_vs_logreg_average_precision_v01,nested_split_sensitivity_v01,nested_10x1_seed_grid_v01,openml_miniboone_41150,41150,MiniBooNE,signal,False,True,True,20260507,1,1,1,RepeatedStratifiedKFold,10,1,not_applicable,,not_applicable,117057,13007,0.28062396951912316,0.2806181286999308,50,logistic_regression,baseline,not_applicable,,not_applicable,not_applicable,4.566034100018442,0.0489372001029551,0.9370592084747923,0.8629805407209507,0.8629805407209507,0.7710736468500443,0.8301381428598618,0.28923289213435555,0.08757033898663984,stage05_split_protocol_sensitivity_score,Использовать только для проверки чувствительности утверждения к протоколу 10x1; не объединять с 5x2 без отдельного evidence record.
ST05_03a_split_protocol_10x1,miniboone_hgb_vs_logreg_average_precision_v01,nested_split_sensitivity_v01,nested_10x1_seed_grid_v01,openml_miniboone_41150,41150,MiniBooNE,signal,False,True,True,20260507,2,1,2,RepeatedStratifiedKFold,10,1,StratifiedKFold,3,20260507,117057,13007,0.28062396951912316,0.2806181286999308,50,hist_gradient_boosting,tuned_candidate,hgb_8316cb7622a5,"{""l2_regularization"": 0.01, ""learning_rate"": 0.1, ""max_iter"": 150, ""max_leaf_nodes"": 63}",0.958100604792857,16,177.5020560999401,0.41298569994978607,0.9845595488543484,0.9577439882900888,0.9577439882900888,0.900230758789195,0.9328187672843276,0.14194897718104332,0.04202354382579616,stage05_split_protocol_sensitivity_score,Использовать только для проверки чувствительности утверждения к протоколу 10x1; не объединять с 5x2 без отдельного evidence record.
ST05_03a_split_protocol_10x1,miniboone_hgb_vs_logreg_average_precision_v01,nested_split_sensitivity_v01,nested_10x1_seed_grid_v01,openml_miniboone_41150,41150,MiniBooNE,signal,False,True,True,20260507,2,1,2,RepeatedStratifiedKFold,10,1,not_applicable,,not_applicable,117057,13007,0.28062396951912316,0.2806181286999308,50,dummy_prior,lower_bound,not_applicable,,not_applicable,not_applicable,0.09483539988286793,0.019521299982443452,0.5,0.2806181286999308,0.2806181286999308,0.0,0.5,0.5935361691572264,0.201871594578995,stage05_split_protocol_sensitivity_score,Использовать только для проверки чувствительности утверждения к протоколу 10x1; не объединять с 5x2 без отдельного evidence record.
ST05_03a_split_protocol_10x1,miniboone_hgb_vs_logreg_average_precision_v01,nested_split_sensitivity_v01,nested_10x1_seed_grid_v01,openml_miniboone_41150,41150,MiniBooNE,signal,False,True,True,20260507,2,1,2,RepeatedStratifiedKFold,10,1,not_applicable,,not_applicable,117057,13007,0.28062396951912316,0.2806181286999308,50,logistic_regression,baseline,not_applicable,,not_applicable,not_applicable,2.9839074998162687,0.04480369994416833,0.938262161066142,0.8639148869514162,0.8639148869514162,0.7802310279280597,0.8376393323583107,0.2878832612489707,0.0860511097777477,stage05_split_protocol_sensitivity_score,Использовать только для проверки чувствительности утверждения к протоколу 10x1; не объединять с 5x2 без отдельного evidence record.
ST05_03a_split_protocol_10x1,miniboone_hgb_vs_logreg_average_precision_v01,nested_split_sensitivity_v01,nested_10x1_seed_grid_v01,openml_miniboone_41150,41150,MiniBooNE,signal,False,True,True,20260507,3,1,3,RepeatedStratifiedKFold,10,1,StratifiedKFold,3,20260507,117057,13007,0.28062396951912316,0.2806181286999308,50,hist_gradient_boosting,tuned_candidate,hgb_b5168b128e78,"{""l2_regularization"": 0.0, ""learning_rate"": 0.1, ""max_iter"": 150, ""max_leaf_nodes"": 63}",0.9580929114731385,16,200.3842623999808,0.5070340998936445,0.985102911745803,0.9599392197857087,0.9599392197857087,0.9024918743228603,0.9349571121759257,0.1385064076131864,0.04068998221454486,stage05_split_protocol_sensitivity_score,Использовать только для проверки чувствительности утверждения к протоколу 10x1; не объединять с 5x2 без отдельного evidence record.
ST05_03a_split_protocol_10x1,miniboone_hgb_vs_logreg_average_precision_v01,nested_split_sensitivity_v01,nested_10x1_seed_grid_v01,openml_miniboone_41150,41150,MiniBooNE,signal,False,True,True,20260507,3,1,3,RepeatedStratifiedKFold,10,1,not_applicable,,not_applicable,117057,13007,0.28062396951912316,0.2806181286999308,50,dummy_prior,lower_bound,not_applicable,,not_applicable,not_applicable,0.08028870006091893,0.019898700062185526,0.5,0.2806181286999308,0.2806181286999308,0.0,0.5,0.5935361691572264,0.201871594578995,stage05_split_protocol_sensitivity_score,Использовать только для проверки чувствительности утверждения к протоколу 10x1; не объединять с 5x2 без отдельного evidence record.
ST05_03a_split_protocol_10x1,miniboone_hgb_vs_logreg_average_precision_v01,nested_split_sensitivity_v01,nested_10x1_seed_grid_v01,openml_miniboone_41150,41150,MiniBooNE,signal,False,True,True,20260507,3,1,3,RepeatedStratifiedKFold,10,1,not_applicable,,not_applicable,117057,13007,0.28062396951912316,0.2806181286999308,50,logistic_regression,baseline,not_applicable,,not_applicable,not_applicable,5.47979969996959,0.05091370013542473,0.9426255634562654,0.8709835851530867,0.8709835851530867,0.7814902424600828,0.8368864713400415,0.28010488513429527,0.08372543367851475,stage05_split_protocol_sensitivity_score,Использовать только для проверки чувствительности утверждения к протоколу 10x1; не объединять с 5x2 без отдельного evidence record.
ST05_03a_split_protocol_10x1,miniboone_hgb_vs_logreg_average_precision_v01,nested_split_sensitivity_v01,nested_10x1_seed_grid_v01,openml_miniboone_41150,41150,MiniBooNE,signal,False,True,True,20260507,4,1,4,RepeatedStratifiedKFold,10,1,StratifiedKFold,3,20260507,117057,13007,0.28062396951912316,0.2806181286999308,50,hist_gradient_boosting,tuned_candidate,hgb_8316cb7622a5,"{""l2_regularization"": 0.01, ""learning_rate"": 0.1, ""max_iter"": 150, ""max_leaf_nodes"": 63}",0.9580407391974649,16,186.56013560015708,0.515782100148499,0.9856144765987225,0.9608416879685293,0.9608416879685293,0.9015501767745445,0.9333230121467921,0.13731317225160333,0.04058958288284674,stage05_split_protocol_sensitivity_score,Использовать только для проверки чувствительности утверждения к протоколу 10x1; не объединять с 5x2 без отдельного evidence record.
